User,Card,Year,Month,Day,Time,Amount,Use Chip,Merchant Name,Merchant City,Merchant State,Zip,MCC,Errors?
745,1,2019,10,8,17:42,$15.00,Swipe Transaction,-4.75206E+18,Rome,Italy,,4214,
0,0,2019,11,11,13:04,$62.00,Chip Transaction,-1.28808E+18,San Diego,CA,92153,5499,
2,0,2019,6,10,07:21,$14.06,Chip Transaction,6.04253E+18,West Covina,CA,91792,5912,
1,1,2020,1,21,13:15,$0.61,Chip Transaction,1.10189E+18,Little Neck,NY,11363,5310,
0,1,2019,3,18,13:36,$58.28,Chip Transaction,-7.14667E+18,Monterey Park,CA,91755,5970,
0,1,2019,8,11,13:21,$14.42,Swipe Transaction,-1.60579E+18,La Verne,CA,91750,5812,
901,0,2019,5,9,18:49,$2.29,Swipe Transaction,3.01718E+18,Rome,Italy,,5921,
414,3,2019,10,3,19:29,$33.58,Chip Transaction,5.90183E+17,Rome,Italy,,5094,
0,1,2019,3,2,11:56,$17.71,Chip Transaction,1.91348E+18,La Verne,CA,91750,5300,
1049,1,2019,9,3,19:00,$12.53,Chip Transaction,-2.45178E+17,Rome,Italy,,5311,
1,2,2019,1,8,06:32,$128.27,Chip Transaction,-8.40529E+18,Jackson Heights,NY,11372,5651,
1641,1,2019,5,31,12:19,$27.82,Chip Transaction,-8.83014E+18,Rome,Italy,,5211,
0,3,2019,7,10,13:13,$7.35,Swipe Transaction,-4.50054E+18,La Verne,CA,91750,5814,
1400,0,2019,4,25,10:48,$36.24,Chip Transaction,-7.5187E+18,Rome,Italy,,5813,
0,0,2019,7,8,12:56,$-93.00,Chip Transaction,2.02755E+18,Mira Loma,CA,91752,5541,
1,3,2019,10,3,14:57,$15.64,Chip Transaction,6.13521E+18,Little Neck,NY,11363,9402,
0,1,2019,8,13,06:26,$136.03,Chip Transaction,-3.45515E+16,La Verne,CA,91750,5912,
1,1,2019,11,2,13:55,$86.82,Chip Transaction,-3.49962E+18,Little Neck,NY,11363,7538,
0,0,2020,1,24,17:26,$15.95,Chip Transaction,8.08093E+18,Monterey Park,CA,91754,5310,
1122,1,2019,9,27,11:28,$31.93,Chip Transaction,-3.39554E+18,Rome,Italy,,5311,
1,2,2019,12,22,08:01,$64.00,Chip Transaction,1.79919E+18,Little Neck,NY,11363,5499,
2,0,2020,1,10,10:57,$13.52,Chip Transaction,4.72291E+18,Alhambra,CA,91801,5411,
1178,1,2019,8,31,15:48,$64.20,Chip Transaction,-7.27612E+17,Rome,Italy,,5411,
413,1,2019,4,11,11:51,$65.39,Chip Transaction,9.05774E+18,Rome,Italy,,5311,"Insufficient Balance,"
0,3,2019,2,10,06:11,$141.28,Swipe Transaction,1.91348E+18,La Verne,CA,91750,5300,
1926,4,2019,6,6,16:39,$53.55,Chip Transaction,1.90253E+17,Rome,Italy,,3359,
0,1,2020,1,27,06:32,$40.03,Chip Transaction,-5.47568E+18,Monterey Park,CA,91755,5942,
1477,2,2019,4,25,17:03,$6.07,Chip Transaction,7.48862E+18,Rome,Italy,,5651,
1895,0,2019,2,7,18:49,$61.49,Chip Transaction,6.0514E+18,Rome,Italy,,5310,
0,2,2019,5,2,05:59,$91.00,Chip Transaction,3.52721E+18,La Verne,CA,91750,5300,
73,0,2019,2,2,11:32,$57.48,Swipe Transaction,-1.28808E+18,Rome,Italy,,5499,
1776,2,2019,1,24,16:26,$11.91,Chip Transaction,2.91975E+18,Rome,Italy,,5932,
50,2,2019,4,30,17:35,$27.76,Chip Transaction,-3.39554E+18,Rome,Italy,,5311,
2,0,2019,1,12,15:10,$46.78,Online Transaction,-6.45844E+18, ONLINE,,,4784,
2,0,2019,8,3,09:59,$53.14,Online Transaction,-6.45844E+18, ONLINE,,,4784,
1681,3,2019,1,1,12:32,$107.00,Chip Transaction,1.90253E+17,Rome,Italy,,3359,
0,1,2019,10,13,06:40,$35.24,Chip Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,
1174,1,2019,6,8,18:20,$14.08,Chip Transaction,-3.15872E+18,Rome,Italy,,5812,
1,2,2020,1,7,10:17,$59.90,Chip Transaction,1.91348E+18,Fresh Meadows,NY,11366,5300,
1776,0,2019,9,17,15:30,$63.44,Chip Transaction,-1.6423E+18,Rome,Italy,,5912,
190,2,2019,8,27,12:08,$182.16,Chip Transaction,-2.45178E+17,Rome,Italy,,5311,
1528,2,2019,6,29,14:10,$0.99,Chip Transaction,-2.45178E+17,Rome,Italy,,5311,
0,2,2019,11,2,06:10,$72.75,Chip Transaction,2.02755E+18,Mira Loma,CA,91752,5541,
126,0,2019,8,13,10:55,$46.28,Chip Transaction,-1.28808E+18,Rome,Italy,,5499,
240,3,2019,9,10,19:48,$1.13,Chip Transaction,6.0514E+18,Rome,Italy,,5310,
0,3,2019,6,8,09:33,$53.75,Swipe Transaction,4.05526E+18,La Verne,CA,91750,7538,
0,3,2019,11,29,06:01,$174.42,Swipe Transaction,-2.45178E+17,La Verne,CA,91750,5311,
1,3,2019,1,26,21:05,$29.24,Chip Transaction,2.13217E+18,Little Neck,NY,11363,5813,
632,2,2019,10,12,14:54,$11.20,Chip Transaction,5.50735E+18,Rome,Italy,,4121,
520,3,2019,2,12,19:06,$1.31,Chip Transaction,6.0514E+18,Rome,Italy,,5310,
1364,2,2019,5,14,10:52,$44.58,Chip Transaction,-5.16204E+18,Rome,Italy,,5541,"Insufficient Balance,"
0,0,2019,11,14,06:15,$134.06,Chip Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,
940,2,2019,10,15,11:33,$211.78,Chip Transaction,6.0514E+18,Rome,Italy,,5310,
1,1,2019,7,21,09:59,$59.64,Chip Transaction,-5.47568E+18,Rego Park,NY,11374,5942,
745,1,2019,10,10,11:43,$27.70,Swipe Transaction,-1.6423E+18,Rome,Italy,,5912,
0,1,2019,5,16,13:55,$10.66,Chip Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,
509,1,2019,1,4,15:15,$34.38,Swipe Transaction,8.40186E+18,Rome,Italy,,3006,
1,3,2019,11,19,06:32,$72.40,Chip Transaction,-3.22224E+18,Little Neck,NY,11363,5651,
2,0,2019,1,26,04:10,$33.60,Online Transaction,-6.45844E+18, ONLINE,,,4784,
1780,1,2019,3,8,19:40,$-80.00,Swipe Transaction,2.02755E+18,Rome,Italy,,5541,
1,3,2019,11,7,10:08,$74.47,Chip Transaction,1.91348E+18,Fresh Meadows,NY,11366,5300,
1323,1,2019,2,12,16:55,$38.24,Chip Transaction,-2.45178E+17,Rome,Italy,,5311,
0,0,2019,7,12,06:27,$40.24,Chip Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,
2,1,2019,1,6,07:59,$7.51,Swipe Transaction,-7.80474E+18,West Covina,CA,91792,5812,
1,1,2019,9,19,08:05,$-92.00,Chip Transaction,-5.16204E+18,Little Neck,NY,11363,5541,
0,0,2019,6,8,06:42,$38.23,Chip Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,
370,0,2019,9,24,19:17,$408.00,Chip Transaction,-1.12121E+17,Rome,Italy,,3509,
1,3,2019,1,11,17:00,$71.79,Chip Transaction,-5.65725E+18,Little Neck,NY,11363,5411,
1207,0,2019,10,18,12:25,$29.66,Chip Transaction,-3.94366E+18,Rome,Italy,,5712,
0,3,2019,9,20,06:17,$125.66,Swipe Transaction,5.81722E+18,La Verne,CA,91750,5912,
1551,2,2019,7,20,12:30,$79.31,Chip Transaction,-1.6423E+18,Rome,Italy,,5912,
1575,3,2019,6,22,16:42,$80.57,Chip Transaction,3.41453E+18,Rome,Italy,,5651,
1546,2,2019,3,19,14:06,$13.60,Chip Transaction,-4.75206E+18,Rome,Italy,,4214,
0,3,2019,4,24,06:06,$155.60,Swipe Transaction,4.06065E+18,La Verne,CA,91750,5411,
41,1,2019,8,24,14:21,$51.78,Chip Transaction,9.05774E+18,Rome,Italy,,5311,
1364,2,2019,5,11,12:48,$94.83,Chip Transaction,1.90253E+17,Rome,Italy,,3359,"Insufficient Balance,"
450,0,2019,3,29,16:57,$14.14,Chip Transaction,5.12297E+17,Rome,Italy,,7230,
901,1,2019,4,23,18:23,$62.57,Chip Transaction,-8.83014E+18,Rome,Italy,,5211,
0,3,2019,7,28,06:25,$140.00,Swipe Transaction,-4.28247E+18,Mira Loma,CA,91752,4829,
1,1,2019,6,18,10:18,$73.94,Chip Transaction,-5.65725E+18,Little Neck,NY,11363,5411,
2,0,2020,1,1,08:13,$9.03,Chip Transaction,-6.03533E+18,Alhambra,CA,91801,5812,
81,2,2019,5,10,11:52,$397.00,Chip Transaction,1.7153E+18,Rome,Italy,,3722,
0,3,2019,7,22,06:27,$135.78,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,
943,1,2019,6,4,16:28,$-58.00,Swipe Transaction,-1.28808E+18,Rome,Italy,,5499,
1,2,2019,1,25,14:39,$79.18,Chip Transaction,-3.03858E+17,Oakland Gardens,NY,11364,5251,
1304,4,2019,3,16,16:40,$208.35,Chip Transaction,-2.45178E+17,Rome,Italy,,5311,
1,1,2019,5,1,08:05,$-94.00,Chip Transaction,-5.16204E+18,Little Neck,NY,11363,5541,
866,1,2019,5,25,11:46,$45.41,Chip Transaction,3.18952E+18,Rome,Italy,,5311,
0,3,2020,1,22,20:11,$81.67,Swipe Transaction,7.06958E+18,Manteca,CA,95336,5812,
2,0,2019,10,2,04:53,$61.31,Online Transaction,-6.45844E+18, ONLINE,,,4784,
1122,1,2019,10,17,14:32,$4.39,Chip Transaction,-2.45178E+17,Rome,Italy,,5311,
1,3,2019,10,3,14:58,$19.17,Chip Transaction,6.13521E+18,Little Neck,NY,11363,9402,"Bad PIN,"
0,3,2019,1,24,06:55,$170.10,Swipe Transaction,5.81722E+18,La Verne,CA,91750,5912,
1298,2,2019,9,3,18:13,$96.11,Swipe Transaction,3.18952E+18,Rome,Italy,,5311,
2,0,2019,4,17,15:24,$30.26,Online Transaction,-6.45844E+18, ONLINE,,,4784,
0,3,2019,11,11,13:32,$316.00,Swipe Transaction,1.7153E+18,San Diego,CA,92154,3722,
736,0,2019,10,26,11:40,$47.39,Chip Transaction,3.18952E+18,Rome,Italy,,5311,
2,0,2019,9,26,06:38,$15.04,Chip Transaction,6.04253E+18,West Covina,CA,91792,5912,
901,0,2019,5,7,14:48,$59.46,Swipe Transaction,-5.67429E+18,Rome,Italy,,5733,
2,0,2019,2,14,06:32,$12.34,Chip Transaction,4.72291E+18,Alhambra,CA,91801,5411,
0,1,2020,1,6,17:55,$5.83,Online Transaction,-2.04205E+18, ONLINE,,,5815,
1405,1,2019,5,18,14:31,$124.50,Chip Transaction,-7.27612E+17,Rome,Italy,,5411,
1689,2,2019,1,19,18:41,$5.09,Chip Transaction,6.99836E+18,Rome,Italy,,5411,
1717,4,2019,8,9,09:43,$391.45,Swipe Transaction,-7.80705E+18,Rome,Italy,,3684,
1487,4,2019,5,18,13:39,$29.45,Chip Transaction,-1.28808E+18,Rome,Italy,,5499,
0,3,2019,2,9,09:44,$57.03,Swipe Transaction,-3.34594E+18,La Verne,CA,91750,7538,
0,2,2019,7,14,20:18,$55.04,Chip Transaction,-4.50054E+18,La Verne,CA,91750,5814,
1885,1,2019,7,23,19:21,$75.18,Chip Transaction,-7.27612E+17,Rome,Italy,,5411,
1,3,2019,7,15,10:12,$67.15,Chip Transaction,9.70328E+16,Oakland Gardens,NY,11364,5411,
0,3,2019,12,6,12:42,$14.32,Swipe Transaction,2.02755E+18,Mira Loma,CA,91752,5541,
0,3,2019,4,11,06:04,$131.83,Swipe Transaction,2.02755E+18,Mira Loma,CA,91752,5541,
0,3,2019,1,27,10:47,$23.30,Swipe Transaction,-8.68256E+16,La Verne,CA,91750,7230,
2,0,2019,8,27,11:15,$-51.00,Swipe Transaction,2.02755E+18,West Covina,CA,91792,5541,
1,2,2019,2,15,10:00,$62.88,Chip Transaction,1.76341E+18,Little Neck,NY,11363,5912,
0,3,2019,8,29,10:01,$67.89,Swipe Transaction,4.05526E+18,La Verne,CA,91750,7538,
0,1,2019,1,31,06:45,$37.65,Chip Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,
813,4,2019,1,31,11:42,$28.24,Chip Transaction,9.05774E+18,Rome,Italy,,5311,
0,2,2019,3,8,16:53,$30.06,Online Transaction,4.24134E+18, ONLINE,,,4814,
1,1,2019,12,11,18:08,$90.56,Chip Transaction,-5.46792E+18,Oakland Gardens,NY,11364,5912,
2,0,2019,2,15,04:40,$57.14,Online Transaction,-6.45844E+18, ONLINE,,,4784,
0,0,2019,5,17,17:33,$9.13,Online Transaction,-5.21142E+17, ONLINE,,,5815,
1,2,2020,1,16,18:39,$65.59,Chip Transaction,-5.0235E+18,Little Neck,NY,11363,5812,
0,3,2019,10,27,06:25,$42.73,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,"Technical Glitch,"
0,0,2019,3,26,16:44,$17.44,Chip Transaction,-2.45178E+17,La Verne,CA,91750,5311,
71,1,2019,9,12,14:15,$7.27,Chip Transaction,6.99836E+18,Rome,Italy,,5411,
71,1,2019,8,30,11:33,$7.77,Chip Transaction,-7.27612E+17,Rome,Italy,,5411,
1,1,2020,2,4,08:19,$14.36,Chip Transaction,1.79919E+18,Little Neck,NY,11363,5499,
1597,2,2019,8,2,15:16,$14.18,Chip Transaction,-7.27612E+17,Rome,Italy,,5411,
0,2,2019,7,2,20:34,$39.20,Swipe Transaction,-1.60579E+18,La Verne,CA,91750,5812,
1487,0,2019,8,1,18:20,$193.14,Chip Transaction,6.0514E+18,Rome,Italy,,5310,
813,4,2019,2,16,17:05,$2.99,Chip Transaction,-7.14667E+18,Rome,Italy,,5970,
1,4,2019,10,30,16:56,$4.81,Chip Transaction,6.66197E+18,Fresh Meadows,NY,11365,5211,
1101,6,2019,4,27,16:34,$41.75,Chip Transaction,7.48862E+18,Rome,Italy,,5651,
0,1,2019,11,23,10:33,$1.94,Chip Transaction,-7.23219E+18,La Verne,CA,91750,7542,
1,1,2019,4,2,11:29,$41.08,Chip Transaction,-8.40529E+18,Jackson Heights,NY,11372,5651,
0,2,2019,7,21,05:33,$93.86,Chip Transaction,-2.45178E+17,La Verne,CA,91750,5311,"Bad PIN,"
0,2,2019,1,29,12:26,$10.38,Chip Transaction,-4.50054E+18,La Verne,CA,91750,5814,
0,1,2019,7,17,19:52,$75.28,Chip Transaction,-4.50054E+18,La Verne,CA,91750,5814,
190,2,2019,8,23,13:01,$9.36,Chip Transaction,-3.39554E+18,Rome,Italy,,5311,
1,3,2019,8,16,22:11,$33.86,Chip Transaction,5.56161E+18,Little Neck,NY,11363,7230,
0,3,2019,11,10,06:14,$123.91,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,
0,3,2019,10,22,13:14,$63.44,Swipe Transaction,-4.33423E+18,Highland Park,MI,48203,5541,
1,1,2019,7,31,17:47,$70.75,Chip Transaction,4.31886E+18,Little Neck,NY,11363,5812,
1,2,2020,2,27,11:23,$70.84,Swipe Transaction,-2.16533E+18,Fresh Meadows,NY,11365,5311,
1,3,2019,11,12,06:39,$86.32,Chip Transaction,4.93736E+18,Little Neck,NY,11363,5300,
1,1,2019,4,22,08:10,$130.77,Chip Transaction,4.8349E+17,Montgomery,AL,36105,3504,
1790,0,2019,3,26,17:50,$376.38,Chip Transaction,-8.80451E+18,Rome,Italy,,5712,
1,1,2019,5,2,23:46,$-163.00,Swipe Transaction,-6.16179E+18,Hot Springs National Park,AR,71901,3389,
0,3,2019,2,22,13:04,$11.04,Swipe Transaction,-1.60579E+18,La Verne,CA,91750,5812,
0,2,2019,8,24,20:18,$91.27,Chip Transaction,-5.0235E+18,Mira Loma,CA,91752,5812,
1,1,2019,5,25,14:06,$130.19,Chip Transaction,3.18952E+18,Rome,Italy,,5311,
1,1,2019,5,2,21:49,$-136.00,Chip Transaction,5.23774E+18,Las Vegas,NV,89148,3775,
1003,5,2019,10,5,19:27,$3.91,Chip Transaction,6.34125E+18,Rome,Italy,,7210,"Bad PIN,"
1062,6,2019,7,25,11:31,$22.30,Chip Transaction,-7.27612E+17,Rome,Italy,,5411,
1,1,2019,2,11,18:08,$109.01,Chip Transaction,1.76341E+18,Little Neck,NY,11363,5912,
50,2,2019,4,20,13:17,$17.42,Chip Transaction,5.50735E+18,Rome,Italy,,4121,
2,0,2019,6,29,11:02,$-54.00,Swipe Transaction,2.02755E+18,West Covina,CA,91792,5541,
2,0,2019,11,4,07:41,$7.30,Chip Transaction,-4.89106E+18,West Covina,CA,91792,5411,
1,1,2019,12,19,03:16,$-198.00,Chip Transaction,1.27047E+18,Waianae,HI,96792,3730,
1,4,2019,10,14,06:05,$7.54,Chip Transaction,-4.79124E+18,Little Neck,NY,11363,5921,
1487,4,2019,5,18,19:22,$72.00,Chip Transaction,2.02755E+18,Rome,Italy,,5541,
0,3,2019,4,10,06:45,$39.36,Swipe Transaction,4.06065E+18,La Verne,CA,91750,5411,
1607,3,2019,10,25,15:38,$141.05,Chip Transaction,3.18952E+18,Rome,Italy,,5311,
1,1,2019,3,12,08:19,$95.46,Chip Transaction,-5.16204E+18,Little Neck,NY,11363,5541,
44,0,2019,6,22,15:21,$76.00,Swipe Transaction,-5.16204E+18,Rome,Italy,,5541,
767,0,2019,6,27,18:44,$83.00,Chip Transaction,2.02755E+18,Rome,Italy,,5541,
0,1,2019,7,29,07:16,$35.44,Chip Transaction,-3.45515E+16,La Verne,CA,91750,5912,
240,2,2019,7,2,12:39,$56.56,Chip Transaction,-2.45178E+17,Rome,Italy,,5311,
2,0,2019,5,20,09:40,$34.59,Online Transaction,-6.45844E+18, ONLINE,,,4784,
478,0,2019,10,22,18:02,$3.71,Chip Transaction,-7.27612E+17,Rome,Italy,,5411,
262,0,2019,4,19,16:03,$70.57,Chip Transaction,5.90183E+17,Rome,Italy,,5094,
1576,3,2019,5,28,16:53,$5.12,Chip Transaction,-7.27612E+17,Rome,Italy,,5411,
0,3,2019,3,9,06:53,$34.79,Swipe Transaction,4.06065E+18,La Verne,CA,91750,5411,
0,3,2019,12,30,06:21,$133.01,Swipe Transaction,-2.03398E+18,San Antonio,TX,78258,5411,
802,2,2019,4,6,17:38,$4.53,Chip Transaction,6.0514E+18,Rome,Italy,,5310,
0,1,2019,1,27,06:03,$78.25,Chip Transaction,2.02755E+18,Mira Loma,CA,91752,5541,
943,1,2019,6,6,16:54,$5.08,Swipe Transaction,-8.83014E+18,Rome,Italy,,5211,
1551,2,2019,8,2,12:37,$34.82,Chip Transaction,6.0514E+18,Rome,Italy,,5310,
1,2,2019,10,16,04:33,$109.77,Chip Transaction,-6.09472E+18,Little Neck,NY,11363,4900,
0,2,2019,12,23,11:38,$1.42,Chip Transaction,6.6665E+18,La Verne,CA,91750,5499,
2,0,2019,5,8,14:51,$32.57,Online Transaction,-6.45844E+18, ONLINE,,,4784,
1790,0,2019,4,2,15:46,$34.63,Chip Transaction,9.05774E+18,Rome,Italy,,5311,
658,0,2019,9,26,19:20,$6.30,Chip Transaction,-7.14667E+18,Rome,Italy,,5970,
1398,0,2019,3,12,18:43,$3.36,Chip Transaction,6.0514E+18,Rome,Italy,,5310,
190,1,2019,2,25,07:30,$79.43,Chip Transaction,-1.12121E+17,Rome,Italy,,3509,
2,0,2020,1,11,14:54,$41.26,Online Transaction,-6.45844E+18, ONLINE,,,4784,
0,1,2019,6,17,06:38,$37.78,Chip Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,
0,3,2019,8,13,13:35,$57.21,Swipe Transaction,3.18952E+18,La Verne,CA,91750,5311,
0,3,2019,1,19,13:42,$36.72,Swipe Transaction,3.18952E+18,La Verne,CA,91750,5311,
0,2,2020,2,28,07:36,$41.05,Chip Transaction,5.81722E+18,La Verne,CA,91750,5912,
1,4,2020,1,24,15:38,$13.40,Chip Transaction,6.09856E+18,Elmhurst,NY,11373,4214,
1062,6,2019,8,6,14:25,$3.29,Chip Transaction,-3.39554E+18,Rome,Italy,,5311,
0,3,2019,9,11,06:02,$175.66,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,
1885,1,2019,8,3,18:49,$101.03,Chip Transaction,6.0514E+18,Rome,Italy,,5310,
0,3,2019,10,27,06:16,$38.65,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,
1473,1,2019,10,10,15:55,$39.05,Chip Transaction,6.0514E+18,Rome,Italy,,5310,
1,1,2020,1,1,18:40,$61.26,Chip Transaction,-5.0235E+18,Little Neck,NY,11363,5812,
0,2,2019,3,16,06:17,$128.91,Chip Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,
1641,1,2019,6,4,12:33,$1.41,Chip Transaction,-6.01867E+18,Rome,Italy,,5947,
0,3,2019,1,6,13:48,$66.43,Swipe Transaction,-7.35101E+18,North Grafton,MA,1536,5300,
1,1,2019,5,22,19:06,$138.88,Chip Transaction,-6.09472E+18,Little Neck,NY,11363,4900,
0,3,2020,2,28,06:29,$114.51,Swipe Transaction,-3.45515E+16,La Verne,CA,91750,5912,
1579,2,2019,2,7,14:10,$31.11,Chip Transaction,-7.5187E+18,Rome,Italy,,5813,
278,1,2019,4,13,15:12,$40.82,Chip Transaction,9.05774E+18,Rome,Italy,,5311,
0,2,2019,6,18,20:27,$53.64,Chip Transaction,-4.50054E+18,La Verne,CA,91750,5814,
0,3,2019,9,26,13:55,$59.92,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,
0,1,2020,1,2,09:56,$45.76,Chip Transaction,-2.47248E+18,San Antonio,TX,78258,7538,
1304,4,2019,3,15,16:44,$102.48,Chip Transaction,-3.39554E+18,Rome,Italy,,5311,
44,0,2019,6,22,15:26,$-76.00,Swipe Transaction,-5.16204E+18,Rome,Italy,,5541,
0,3,2019,11,4,06:12,$129.90,Swipe Transaction,-3.45515E+16,La Verne,CA,91750,5912,
785,0,2019,5,2,13:16,$0.41,Chip Transaction,-4.75206E+18,Rome,Italy,,4214,
0,1,2020,1,11,21:04,$25.13,Chip Transaction,7.94533E+18,La Verne,CA,91750,4900,
0,3,2019,9,3,06:04,$115.78,Swipe Transaction,4.06065E+18,La Verne,CA,91750,5411,"Insufficient Balance,"
1,1,2019,9,15,06:51,$120.38,Chip Transaction,1.91348E+18,Fresh Meadows,NY,11366,5300,
1,3,2019,9,22,18:04,$84.85,Chip Transaction,1.91348E+18,Fresh Meadows,NY,11366,5300,
1,3,2019,1,1,19:05,$24.61,Chip Transaction,-5.62484E+18,Flushing,NY,11367,7832,
1062,6,2019,7,16,18:13,$23.52,Chip Transaction,-3.39554E+18,Rome,Italy,,5311,
0,0,2019,1,28,10:34,$25.87,Chip Transaction,-8.68256E+16,La Verne,CA,91750,7230,
1798,0,2019,3,28,13:59,$17.57,Chip Transaction,5.50735E+18,Rome,Italy,,4121,
2,0,2019,4,22,22:12,$39.52,Chip Transaction,-7.80474E+18,West Covina,CA,91792,5812,
2,0,2019,8,26,09:39,$62.14,Online Transaction,-6.45844E+18, ONLINE,,,4784,
0,3,2019,5,27,06:30,$49.48,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,
1324,0,2019,5,21,11:10,$8.54,Chip Transaction,6.99836E+18,Rome,Italy,,5411,
0,2,2019,5,22,06:20,$142.92,Chip Transaction,3.52721E+18,La Verne,CA,91750,5300,
1,2,2019,10,12,18:24,$229.52,Chip Transaction,3.99132E+18,Harper Woods,MI,48225,3405,
240,2,2019,6,22,13:16,$736.59,Chip Transaction,-8.80451E+18,Rome,Italy,,5712,
0,1,2019,8,1,13:14,$146.60,Chip Transaction,7.94533E+18,La Verne,CA,91750,4900,
1877,1,2019,8,30,18:42,$0.13,Chip Transaction,-6.01867E+18,Rome,Italy,,5947,
2,0,2020,2,21,09:56,$48.36,Online Transaction,-6.45844E+18, ONLINE,,,4784,
1683,1,2019,10,15,11:55,$6.10,Chip Transaction,-3.39554E+18,Rome,Italy,,5311,
0,3,2019,4,15,13:22,$-54.00,Swipe Transaction,-1.28808E+18,La Verne,CA,91750,5499,
854,3,2019,9,26,12:53,$44.95,Chip Transaction,-2.45178E+17,Rome,Italy,,5311,
0,3,2019,12,27,11:13,$183.00,Online Transaction,3.69472E+18, ONLINE,,,4722,
2,0,2019,7,20,04:47,$40.71,Online Transaction,-6.45844E+18, ONLINE,,,4784,
1607,4,2019,10,4,18:30,$10.62,Chip Transaction,5.90183E+17,Rome,Italy,,5094,"Bad PIN,"
1,3,2019,11,3,21:16,$25.61,Chip Transaction,2.13217E+18,Little Neck,NY,11363,5813,
190,2,2019,8,31,12:54,$1.14,Chip Transaction,2.02755E+18,Rome,Italy,,5541,
299,0,2019,1,4,19:20,$283.00,Chip Transaction,-3.36283E+18,Rome,Italy,,7011,
1996,3,2019,6,29,14:25,$362.00,Chip Transaction,1.90253E+17,Rome,Italy,,3359,
1885,1,2019,8,15,13:19,$16.20,Chip Transaction,-7.27612E+17,Rome,Italy,,5411,
0,2,2019,1,22,13:17,$62.19,Chip Transaction,-1.28808E+18,La Verne,CA,91750,5499,
0,3,2019,4,5,00:19,$30.89,Swipe Transaction,-3.45515E+16,La Verne,CA,91750,5912,
1,1,2019,4,11,21:12,$21.40,Chip Transaction,5.11218E+18,Hayward,WI,54843,5813,
1298,2,2019,9,3,18:08,$20.24,Swipe Transaction,5.90183E+17,Rome,Italy,,5094,
2,0,2019,10,16,09:53,$45.24,Online Transaction,-6.45844E+18, ONLINE,,,4784,
1,3,2019,8,10,14:21,$71.89,Chip Transaction,-3.49962E+18,Little Neck,NY,11363,7538,
0,2,2019,3,1,06:56,$49.31,Chip Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,
1,4,2019,6,30,05:25,$16.04,Online Transaction,-2.04205E+18, ONLINE,,,5815,
1,1,2020,1,15,12:01,$15.75,Chip Transaction,9.70328E+16,Oakland Gardens,NY,11364,5411,
1,1,2019,11,5,07:01,$137.39,Online Transaction,8.24576E+18, ONLINE,,,5661,
1419,3,2019,3,28,19:04,$60.72,Chip Transaction,3.41453E+18,Rome,Italy,,5651,
1641,1,2019,6,7,11:12,$0.02,Chip Transaction,6.99836E+18,Rome,Italy,,5411,
0,1,2019,12,7,07:23,$22.63,Chip Transaction,9.70328E+16,San Diego,CA,92110,5411,
1,2,2019,8,28,06:32,$101.88,Chip Transaction,-8.72734E+18,Little Neck,NY,11363,5655,
190,1,2019,2,23,15:51,$0.59,Chip Transaction,-2.45178E+17,Rome,Italy,,5311,
1167,5,2019,3,8,10:58,$205.00,Chip Transaction,4.8349E+17,Rome,Italy,,3504,
2,0,2019,6,16,21:21,$32.22,Chip Transaction,-7.80474E+18,West Covina,CA,91792,5812,
1,2,2019,9,18,18:47,$63.60,Chip Transaction,-5.0235E+18,Little Neck,NY,11363,5812,
1324,0,2019,6,13,14:27,$-94.00,Chip Transaction,2.02755E+18,Rome,Italy,,5541,
0,3,2019,11,18,06:16,$105.51,Swipe Transaction,4.06065E+18,La Verne,CA,91750,5411,
1115,2,2019,5,2,11:44,$51.74,Chip Transaction,2.91975E+18,Rome,Italy,,5932,
0,0,2019,9,25,10:41,$1.15,Chip Transaction,-3.45515E+16,La Verne,CA,91750,5912,
1163,5,2019,1,31,14:28,$82.77,Chip Transaction,9.05774E+18,Rome,Italy,,5311,
1,1,2019,5,2,23:40,$204.99,Chip Transaction,-6.16179E+18,Hot Springs National Park,AR,71901,3389,
1178,1,2019,9,10,15:18,$61.56,Chip Transaction,3.18952E+18,Rome,Italy,,5311,
0,2,2019,10,15,05:52,$132.51,Chip Transaction,5.81722E+18,La Verne,CA,91750,5912,
299,0,2019,1,11,15:26,$91.44,Chip Transaction,9.05774E+18,Rome,Italy,,5311,
1304,4,2019,3,15,11:42,$300.00,Chip Transaction,-7.80705E+18,Rome,Italy,,3684,
